gene,3'Flank,3'UTR,5'Flank,5'UTR,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Intron,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,RNA,Silent,Splice_Site,Translation_Start_Site,DEL,INS,ONP,SNP,TNP,pnum,exp_mean,exp_var,exp_ccle,rep_time,all_mean,all_var,up_mean,up_var,down_mean,down_var,dnam_mean,dnam_var,chr,start,end,expression_CCLE,replication_time,noncoding_mutation_rate,local_GC_content,HiC_compartment,local_gene_density,wgs_mean_depth,wgs_percent_20x,capture_on_target_rate,capture_mean_depth,capture_pct200,capture_mean_percentGC,gene_betweeness,gene_degree,nonsilent_to_silent,t_depth,t_ref_count,t_alt_count,label
LHCGR,0,0.05973025,0,0,0.030516432,0.046511628,0.010204082,0,0,0.022362508,0.025165563,0,0,0.02254684,0.01320132,0,0.051136364,0.052631579,0,0.021603684,0,0.07014434,0.404377259,0.092515294,0.736861479,0.792941751,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.044303063,0.090062052,0.045454545,0.197786989,0.198022613,0.018156389,0.557162534,0.170230263,0.148120325,0.445706207,0.1,0.197199207,0.96949831,0.890834657,0.121433039,0.158744773,0.248489207,5.72E-05,0.001513623,0.088459704,0.130014683,0.10789507,0.122785712,1
LHFPL1,0,0.028901734,0,0.007462687,0.002347418,0,0,0,0,0.006098866,0.006622517,0,0,0.006033661,0,0.2,0.003787879,0,0,0.006569145,0,0.020764751,0.404377259,0.092515294,0.665269709,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.060618647,0.033764314,1,0.452572338,0.452713778,0.006100366,0.219308349,0.128289474,0.201244407,0.560488302,0.042857143,0.103172325,0.819270189,0.896879168,0.148601346,0.273683168,0.453986033,0.001541506,0.01206546,0.082958849,0.132428887,0.10594523,0.138749235,0
LHFPL2,0,0.046242775,0,0.02238806,0,0,0,0,0,0.002246951,0,0,0,0.004763417,0,0,0,0.006578947,0,0.004198835,0,0.013927577,0.404377259,0.092515294,0.805781264,0.490207563,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.065266828,0.066952872,0.181818182,0.314605982,0.315217535,0.051882048,0.212809917,0.038651316,0.261750008,0.751348739,0.057142857,0.149661802,0.871721802,0.700381511,0.088875802,0.07653768,0.449754884,0.001541506,0.01206546,0.035123706,0.076673566,0.062345245,0.085901321,0
LHFPL4,0.027777778,0.023121387,0,0.014925373,0.004694836,0,0,0.045454545,0,0.006633854,0.006622517,0,0,0.009209273,0.00660066,0,0.003787879,0.006578947,0,0.007991331,0,0.024563181,0.404377259,0.092515294,0.896867019,0.481936308,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.090909091,0.038449425,0.038639988,0.207804989,0.20661157,0.029194079,0.258222556,0.709573305,0.114285714,0.109840891,0.75370583,0.87356524,0.092252532,0.087744746,0.689985706,0.001541506,0.01206546,0.062442144,0.066836871,0.053816502,0.079699656,0
LILRA6,0,0.032755299,0.008097166,0.014925373,0.009389671,0.015503876,0.010204082,0,0.000712251,0.014765675,0.005298013,0,0,0.021911718,0.00990099,0,0.011363636,0.019736842,0,0.015847217,0,0.053937706,0.404377259,0.092515294,0.885090875,0.511454401,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.818181818,0.221365769,0.221346232,0.173677314,0.229338843,0.175164474,0.661658556,0.494598367,0.4,0.213203779,0.935290713,0.931949103,0.168235621,0.30628252,0.661892264,0.001541506,0.01206546,0.05619793,0.203952515,0.185270423,0.12423808,0
LIMK2,0.092592593,0.026974952,0.008097166,0.194029851,0.016431925,0.015503876,0,0,0.000712251,0.010592767,0.014569536,0,0,0.018736107,0.00990099,0,0.026515152,0.019736842,0,0.015373155,0,0.052418334,0.404377259,0.092515294,0.880343872,0.224081498,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.007562915,0.001573203,0.954545455,0.127754678,0.127989907,0.161560857,0.066115702,0.028782895,0.403697292,0.747545947,0.3,0.166619026,0.92160778,0.860361365,0.13029248,0.179477897,0.559255307,0.000297019,0.014631685,0.051291761,0.082011889,0.068353945,0.084358022,1
LINGO1,0,0.019267823,0,0.007462687,0,0,0,0,0,0.017226621,0.00397351,0,0,0.022229279,0,0,0.001893939,0.006578947,0,0.016456725,0,0.047606989,0.404377259,0.092515294,0.846878853,0.54845586,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.636363636,0.315109114,0.315136851,0.097034464,0.260330579,0.047286184,0.697455662,0.723063489,0.085714286,0.139944764,0.774800471,0.93852922,0.060612136,0.056925309,0.64870991,4.00E-05,0.003027245,0.061813954,0.06773603,0.057143798,0.070912041,1
LIPF,0,0.015414258,0,0.014925373,0.004694836,0.007751938,0,0,0.001424501,0.009308795,0.005298013,0,0,0.010797078,0.00990099,0,0.003787879,0.006578947,0,0.009481241,0,0.029627754,0.404377259,0.092515294,0.78042779,0.378509156,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.073223818,0.005119177,0.409090909,0.365769689,0.365774686,0.0352593,0.139118457,0.019736842,0.09840938,0.733617913,0.1,0.141278449,0.943557597,0.88943043,0.142707233,0.271936189,0.175763019,2.33E-05,0.003531786,0.07263678,0.14582175,0.12162671,0.132699868,1
LIPN,0,0,0,0,0,0,0.010204082,0,0,0.006633854,0.005298013,0,0,0.006986345,0.01320132,0,0.001893939,0,0,0.00623053,0,0.020258293,0.404377259,0.092515294,0.792659707,0.378509156,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.409090909,0.366162506,0.366177013,0.042481753,0.139118457,0.020148026,0.099487213,0.686961423,0.114285714,0.145565402,0.948688763,0.861852974,0.06198583,0.032764187,0.207189109,0.001541506,0.01206546,0.081446275,0.070784383,0.059617589,0.073375878,0
LLfos-48D6.1,0.092592593,0,0,0,0,0,0,0,0.019230769,0,0,0,0,0,0,0,0,0,0,0.003182988,0,0.010382375,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0,0.071063399,0.060308512,0.072447029,0
LLPH,0,0.015414258,0,0.014925373,0.002347418,0.007751938,0,0,0,0.001604965,0.002649007,0,0,0.00285805,0,0,0.003787879,0.006578947,0,0.00237031,0,0.008863003,0.404377259,0.092515294,0.814019606,0.67672184,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.5,0.269022239,0.269005595,0.058819792,0.393250689,0.076480263,0.188718686,0.554424424,0.071428571,0.188720578,0.999429917,0.892695916,0.184483928,0.441525462,0.206437082,0.000100256,0.004036327,0.048169654,0.263748921,0.207246792,0.26783865,0
LMBRD2,0,0.040462428,0,0.014925373,0.009389671,0.007751938,0.010204082,0,0.000712251,0.014444682,0.022516556,0,0,0.010479517,0.02640264,0.4,0.018939394,0.013157895,0,0.01442503,0,0.04355533,0.404377259,0.092515294,0.792426806,0.617434816,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.181818182,0.145945635,0.146102017,0.042331291,0.326446281,0.105674342,0.137113368,0.507081643,0.114285714,0.176431375,0.935860901,0.874182924,0.097414541,0.105643123,0.122086943,2.91E-05,0.002018163,0.126720822,0.115204733,0.097001123,0.106263989,0
LMNB2,0,0.023121387,0,0,0.002347418,0.007751938,0,0,0,0.008345816,0.006622517,0,0,0.013337567,0,0,0.003787879,0.006578947,0,0.009210348,0,0.030134211,0.404377259,0.092515294,0.937898379,0.298581912,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.019225681,0.002582928,0.818181818,0.009669179,0.009753656,0.388262978,0.097796143,0.055509868,0.703138779,0.705884615,0.442857143,0.119176897,0.658779947,0.881572706,0.066058506,0.042356125,0.736397116,0.000290936,0.011099899,0.052277144,0.077406454,0.06829776,0.067707863,0
LMO4,0,0.082851638,0,0,0.002347418,0,0,0,0,0.003530922,0.002649007,0,0,0.002222928,0.00990099,0,0.003787879,0,0,0.005891914,0,0.021271208,0.404377259,0.092515294,0.82313774,0.562338944,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.010649879,0.002068124,0,0.355126878,0.355156693,0.067585058,0.272727273,0.030838816,0.253257994,0.475741124,0.085714286,0.162998969,0.951254293,0.863907615,0.093481041,0.085767032,0.370838608,0.003699686,0.029767911,0.127114365,0.092354497,0.074223399,0.101935792,0
LMOD2,0,0.009633911,0,0.067164179,0.004694836,0.007751938,0,0.045454545,0,0.011555746,0.006622517,0,0,0.015560495,0.00330033,0,0.003787879,0.013157895,0,0.011986997,0,0.038490757,0.404377259,0.092515294,0.746471206,0.573547265,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.272727273,0.498794627,0.498766516,0.021018886,0.283057851,0.102796053,0.128556031,0.47533768,0.1,0.171096495,0.983466337,0.943817817,0.052714886,0.048322234,0.418787654,0.001541506,0.01206546,0.062085332,0.081809599,0.070101271,0.077635664,0
LMX1B,0,0.055876686,0,0,0,0.007751938,0,0,0.000712251,0.008238819,0.006622517,0,0,0.016513179,0,0,0.013257576,0.006578947,0,0.010632534,0,0.033932641,0.404377259,0.092515294,0.759874057,0.529976507,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.016662978,0.062016538,0.363636364,0.523402557,0.523689813,0.025780179,0.244490358,0.049753289,0.624489663,0.726353663,0.028571429,0.100695437,0.594925836,0.80209221,0.059952514,0.077757268,0.764692484,0.001462893,0.007568113,0.041908609,0.07885411,0.068739246,0.071509582,0
LPAR1,0,0.073217726,0,0.126865672,0.014084507,0,0,0,0,0.010271774,0.009271523,0.2,0,0.010797078,0,0,0.020833333,0.013157895,0,0.012596505,0,0.0379843,0.404377259,0.092515294,0.81515221,0.633585111,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.363636364,0.459703483,0.460309092,0.059843502,0.343663912,0.062088816,0.165833687,0.636007881,0.1,0.173859211,0.991733221,0.896116047,0.128806863,0.184784784,0.385565446,0.008375012,0.047426842,0.078753562,0.12027242,0.097521862,0.123415782,1
LPAR2,0,0.032755299,0,0.02238806,0.004694836,0,0,0,0.001424501,0.005670875,0.00397351,0,0,0.008574151,0,0,0.009469697,0,0,0.006907761,0,0.024309952,0.404377259,0.092515294,0.889617396,0.475381387,0.5824685,0.057735645,0.303518574,0.080118533,0.883978773,0.020365858,0.035843214,0.031996736,0.818181818,0.079704048,0.07968627,0.186076399,0.201790634,0.060032895,0.647646732,0.473549044,0.442857143,0.159093084,0.825826719,0.918764946,0.104534117,0.172522956,0.630294515,1.63E-05,0.002018163,0.053521838,0.086273321,0.07313105,0.083181394,1
LPAR6,0,0.007707129,0,0.208955224,0.007042254,0.015503876,0.010204082,0,0,0.004814894,0.00397351,0,0,0.006668784,0,0,0.015151515,0.019736842,0,0.006501422,0,0.023297037,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.004743367,0.026236125,0.06082027,0.084636636,0.072870973,0.07836243,0
LPPR1,0,0.061657033,0,0.052238806,0.004694836,0,0,0,0.000712251,0.010057779,0.01589404,0.2,0,0.012702445,0.00330033,0,0.007575758,0.013157895,0,0.012461059,0,0.037731071,0.404377259,0.092515294,0.775857644,0.80048572,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.363636364,0.419862795,0.421005265,0.032887941,0.569559229,0.094983553,0.157714668,0.378291488,0.071428571,0.170810703,0.978905359,0.784866835,0.128649515,0.175060936,0.34740535,0.000126714,0.005045409,0.069839471,0.107203741,0.092105036,0.094153048,0
LRAT,0,0.04238921,0,0.02238806,0,0,0,0,0,0.005884871,0.002649007,0,0,0.010161956,0,0.2,0,0.006578947,0,0.007720439,0,0.025829324,0.404377259,0.092515294,0.735509016,0.833905268,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.036121837,0.073030681,0.136363636,0.629786198,0.62975348,0.017786121,0.627410468,0.127055921,0.125779796,0.510355268,0.085714286,0.139658937,0.917616884,0.924519383,0.106885191,0.138374275,0.429511779,0,0.001009082,0.046223405,0.099641204,0.083542189,0.096218456,0
LRCH1,0.032407407,0.02504817,0.004048583,0.007462687,0.009389671,0.007751938,0.010204082,0,0,0.011983736,0.014569536,0,0,0.011432201,0.01320132,0,0.009469697,0.013157895,0,0.012461059,0,0.038237528,0.404377259,0.092515294,0.824382662,0.730754847,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.545454545,0.190556903,0.19132273,0.068879077,0.463498623,0.066611842,0.233018584,0.777198179,0.071428571,0.156235127,0.945553045,0.865106148,0.140356159,0.179148246,0.30132599,3.82E-05,0.004036327,0.092578314,0.161926098,0.131474501,0.158013417,0
LRFN2,0,0.05973025,0,0.007462687,0.021126761,0.054263566,0.020408163,0,0,0.028461374,0.00794702,0,0,0.044458558,0.00330033,0,0.022727273,0.046052632,0,0.030069078,0,0.090655862,0.404377259,0.092515294,0.756011891,0.772537359,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.227272727,0.163168581,0.163919378,0.024307092,0.524793388,0.101151316,0.461562857,0.628091628,0.042857143,0.136515188,0.794469747,0.858382295,0.065692389,0.016579864,0.690434846,0,0,0.05314225,0.064303589,0.056045628,0.062415676,0
LRIT1,0,0.026974952,0,0.014925373,0.016431925,0.007751938,0,0,0,0.015621656,0.009271523,0,0,0.023181963,0,0,0.013257576,0.006578947,0,0.016389002,0,0.050645733,0.404377259,0.092515294,0.806315122,0.736652506,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.409090909,0.347831032,0.347818756,0.052305724,0.471763085,0.086348684,0.373599634,0.474363818,0.057142857,0.143850613,0.846351172,0.946682724,0.058182444,0.035500038,0.648054648,0,0.000504541,0.055691642,0.056433185,0.049083629,0.057954856,0
LRP5L,0,0.026974952,0,0.186567164,0.004694836,0.007751938,0,0,0.000712251,0.004600899,0.002649007,0.2,0,0.008574151,0,0,0.007575758,0.019736842,0,0.007381823,0,0.024563181,0.404377259,0.092515294,0.784887614,0.572809842,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.954545455,0.104037028,0.104121316,0.037738163,0.282369146,0.067845395,0.379821668,0.365860079,0.185714286,0.162141557,0.923318133,0.710134726,0.107505444,0.114048368,0.647431419,2.70E-07,0.000504541,0.043964367,0.103789222,0.084581251,0.107402713,0
LRRC1,0,0.078998073,0,0,0.002347418,0.007751938,0,0,0,0.008452814,0.018543046,0,0,0.012702445,0.01320132,0,0.007575758,0.006578947,0,0.011851551,0,0.037224614,0.404377259,0.092515294,0.817639384,0.492926662,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.005767249,0.000695648,0.227272727,0.216992446,0.217470437,0.062154502,0.214876033,0.064967105,0.216840317,0.6797702,0.1,0.172239699,0.954960094,0.844174171,0.10076101,0.103599469,0.245949899,0.000658915,0.007063572,0.063965123,0.098593727,0.082807274,0.095048153,0
LRRC16A,0,0.034682081,0,0.074626866,0.014084507,0.023255814,0,0,0.007834758,0.023860475,0.026490066,0,0,0.020641473,0.02640264,0.2,0.018939394,0.019736842,0,0.023838548,0,0.068624968,0.404377259,0.092515294,0.815320114,0.601970779,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.227272727,0.102144225,0.103486867,0.059996771,0.310606061,0.051809211,0.209778881,0.66970942,0.1,0.158807292,0.963511967,0.827685992,0.070588079,0.081449006,0.315012051,1.23E-05,0.003531786,0.102988991,0.108640856,0.092782421,0.096927841,0
LRRC19,0,0.044315992,0,0,0,0,0.020408163,0,0,0.005028889,0.010596026,0,0,0.004763417,0.01650165,0,0.005681818,0.006578947,0,0.006501422,0,0.020511522,0.404377259,0.092515294,0.76578972,0.501857679,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.363636364,0.109078337,0.109091061,0.028211438,0.221763085,0.060855263,0.149230819,0.462594002,0.042857143,0.197770792,0.91476626,0.958213118,0.098331308,0.099742894,0.059971103,0.001541506,0.01206546,0.100353446,0.077987456,0.064998704,0.081525146,0
LRRK2,0,0.053949904,0.024291498,0.052238806,0.08685446,0.11627907,0.020408163,0.045454545,0.013532764,0.066873529,0.105960265,0,0,0.056843442,0.085808581,0,0.081439394,0.105263158,0,0.065420561,0,0.169663206,0.404377259,0.092515294,0.67955704,0.817548267,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.5,0.164218479,0.164760888,0.007583792,0.598484848,0.133223684,0.079204364,0.588528361,0.057142857,0.15718778,0.922177862,0.911563242,0.101798857,0.104621296,0.145758136,0.015511679,0.06962664,0.111057814,0.109977093,0.092504657,0.102881098,1
LSM5,0,0.028901734,0,0.007462687,0,0,0,0,0.005698006,0.000962979,0.001324503,0,0,0.000317561,0.00660066,0,0.009469697,0,0,0.002167141,0,0.008863003,0.404377259,0.092515294,0.841959708,0.642968015,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.002394228,0.000246746,0.272727273,0.131464344,0.131465099,0.090028519,0.35399449,0.114309211,0.287944606,0.557079969,0.057142857,0.187196342,0.964937332,0.818443259,0.073181164,0.016711714,0.185054889,0.000128742,0.008577195,0.160565514,0.102868665,0.087889808,0.092655052,0
LTA,0,0.030828516,0,0.029850746,0,0,0,0,0,0.004707896,0,0,0,0.01111464,0,0,0,0,0,0.006704592,0,0.020511522,0.404377259,0.092515294,0.967470386,0.222295368,0.608006452,0.062141959,0.289524974,0.073012888,0.852888736,0.030121514,0.062827624,0.023157052,0.227272727,0.127477983,0.127447809,0.609226817,0.065426997,0.0390625,0.48832348,0.705515177,0.528571429,0.15785464,0.954104917,0.947579672,0.16242918,0.296723547,0.604608709,0.001078269,0.003027245,0.03270779,0.129349146,0.108247514,0.119088792,1
LTA4H,0,0.02504817,0,0.007462687,0.007042254,0,0,0,0,0.007382838,0.013245033,0,0,0.007939028,0.00990099,0,0.007575758,0,0,0.008126778,0,0.026842239,0.404377259,0.092515294,0.840654051,0.49202237,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.003986408,0.000424714,0.5,0.389931081,0.390016663,0.088255476,0.214187328,0.055098684,0.256687461,0.606591086,0.128571429,0.145470126,0.913055907,0.86885489,0.09114513,0.08530556,0.161182654,0.000588969,0.010595358,0.084399821,0.107385666,0.094438451,0.086987129,1
LTB4R,0,0.065510597,0.004048583,0,0.004694836,0.007751938,0.010204082,0,0,0.004279906,0,0,0,0.006668784,0,0,0.013257576,0.006578947,0,0.00623053,0,0.020764751,0.404377259,0.092515294,0.901048576,0.222295368,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.076284194,0.003763186,0.590909091,0.100125078,0.100114016,0.221473528,0.065426997,0.034539474,0.560015678,0.72237128,0.585714286,0.123749641,0.659350029,0.772737375,0.094034756,0.151756857,0.671037661,9.38E-07,0.001513623,0.049872622,0.083342007,0.069199435,0.086449172,1
LTBR,0,0.023121387,0,0,0.016431925,0.023255814,0.040816327,0,0.000712251,0.00545688,0.005298013,0,0,0.007939028,0.00660066,0,0.020833333,0.019736842,0,0.006433699,0,0.023550266,0.404377259,0.092515294,0.971742181,0.180810732,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.01893448,0.021293247,0.5,0.026120133,0.026116945,0.65019238,0.050275482,0.050986842,0.519988895,0.774743343,0.1,0.152996103,0.889680724,0.899959378,0.135024806,0.245500677,0.644910227,0.005649709,0.035317861,0.061755967,0.124613947,0.105039568,0.113064227,1
LTK,0.00462963,0.021194605,0.004048583,0.044776119,0.016431925,0.007751938,0,0,0.002849003,0.012197732,0.010596026,0,0,0.01397269,0.01320132,0,0.015151515,0.006578947,0,0.013002844,0,0.040516586,0.404377259,0.092515294,0.890776474,0.111452913,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.081184231,0.051046589,0.636363636,0.168981653,0.168981432,0.189391263,0.028236915,0.016447368,0.496995133,0.734276276,0.328571429,0.132895131,0.807012515,0.93409393,0.062848176,0.039059927,0.647973348,4.42E-06,0.003027245,0.07552526,0.058337493,0.051048018,0.058077899,1
LYN,0,0.019267823,0,0,0.023474178,0,0,0,0.000712251,0.012090734,0.009271523,0,0,0.009844395,0.01320132,0,0.022727273,0,0,0.011106596,0,0.036971385,0.404377259,0.092515294,0.834045188,0.462912101,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.025802016,0.056376458,0.318181818,0.229669434,0.230156405,0.079802461,0.192837466,0.110608553,0.300628082,0.782205748,0.042857143,0.183099941,0.935005724,0.844920776,0.117796054,0.17222628,0.250100189,0.028521205,0.089303734,0.103698561,0.149705506,0.124210408,0.13869938,1
MADCAM1,0,0.009633911,0,0,0.004694836,0,0,0,0,0.003423925,0.001324503,0,0,0.008574151,0,0,0.005681818,0,0,0.004334281,0,0.014434034,0.404377259,0.092515294,0.933893505,0.28045841,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.028599843,0.045212084,0.818181818,0.001852108,0.001856366,0.365282698,0.08953168,0.125822368,0.809893197,0.443294551,0.428571429,0.094788972,0.578392278,0.867736833,0.028309064,0.013745137,0.822445724,0,0,0.031539654,0.048364897,0.042859766,0.049503725,1
MAG,0,0.02504817,0,0,0.009389671,0.007751938,0,0,0.00997151,0.01637064,0.01589404,0.2,0,0.025722452,0.00660066,0,0.011363636,0.006578947,0,0.018556142,0,0.057229678,0.404377259,0.092515294,0.889474168,0.523341093,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.090692909,0.044076613,0.818181818,0.144649143,0.144696622,0.185670826,0.238980716,0.042763158,0.538067087,0.56874523,0.328571429,0.151852899,0.816704658,0.907499002,0.115460207,0.183202581,0.688519208,0.00046124,0.005045409,0.054827249,0.09794445,0.081551078,0.097022454,1
MAGEA3,0,0.08477842,0,0,0.014084507,0,0,0,0,0.009736786,0.00794702,0,0,0.014290251,0,0,0.011363636,0,0,0.012596505,0,0.041276272,0.404377259,0.092515294,0.801817075,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,1,0.61468963,0.614635489,0.048841535,0.219308349,0.084292763,0.401508966,0.513743233,0.214285714,0.096980104,0.715792432,0.88540803,0.152801182,0.284395768,0.559971324,2.21E-05,0.002018163,0.056430633,0.215986563,0.170696137,0.219829499,1
MAGEB3,0,0.048169557,0,0.029850746,0.009389671,0.015503876,0,0,0.001424501,0.012625722,0.005298013,0,0,0.013655129,0,0,0.007575758,0.013157895,0,0.013273737,0,0.042795644,0.404377259,0.092515294,0.73623628,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.043306492,0.063584413,1,0.122252278,0.122241981,0.017984278,0.219308349,0.135279605,0.198288533,0.606655805,0.057142857,0.1203201,0.869156166,0.97119018,0.05059987,0.006625355,0.345207371,9.30E-07,0.000504541,0.075417135,0.08268524,0.066054233,0.095228803,0
MAGEB4,0,0.092485549,0,0.02238806,0.011737089,0,0,0,0,0.01273272,0.013245033,0,0,0.013020006,0,0.2,0.013257576,0.006578947,0,0.014831369,0,0.04735376,0.404377259,0.092515294,0.73623628,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.121259927,0.097436091,1,0.122298832,0.122269036,0.017984278,0.219308349,0.135279605,0.198288533,0.606655805,0.057142857,0.111460403,0.819555283,0.967290895,0.043386448,0.002307337,0.461167852,0.000162194,0.009081736,0.082194251,0.079045878,0.066368514,0.080423165,0
MAGED4,0,0.003853565,0,0,0,0,0,0,0.001424501,0.000320993,0,0,0,0,0,0,0,0,0,0.000474062,0,0.001519372,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0,0,0.080282757,0.035097055,0.034453951,0.031189922,0
MAGEE1,0,0.038535645,0,0.149253731,0.011737089,0.007751938,0.020408163,0,0,0.027177402,0.021192053,0,0,0.032073674,0,0,0.013257576,0.013157895,0,0.027766491,0,0.078500886,0.404377259,0.092515294,0.716911256,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.040585064,0.077802648,1,0.305974216,0.30593921,0.013397806,0.219308349,0.140213816,0.154913937,0.431238221,0.042857143,0.085738794,0.651653333,0.980615785,0.041679917,0.004416903,0.554958102,7.79E-05,0.002522704,0.071100089,0.060090041,0.050773245,0.065588637,0
MAGEE2,0,0.026974952,0,0.126865672,0.039906103,0,0.010204082,0,0,0.017547614,0.031788079,0,0,0.01968879,0,0.2,0.034090909,0,0,0.019097928,0,0.06077488,0.404377259,0.092515294,0.766196714,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.064080713,0.123003294,1,0.303363138,0.303322455,0.028386901,0.219308349,0.125822368,0.222098834,0.474797051,0.057142857,0.100600161,0.817559835,0.988045405,0.081853006,0.057881206,0.404907179,0.001541506,0.01206546,0.07985798,0.072905882,0.058227177,0.08651111,0
MAGT1,0,0.050096339,0,0.044776119,0.004694836,0,0.010204082,0,0.002136752,0.008238819,0.009271523,0,0,0.009526834,0.00660066,0.2,0.013257576,0,0,0.010023026,0,0.033426184,0.404377259,0.092515294,0.867540852,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,1,0.311776567,0.312006271,0.132931915,0.219308349,0.052220395,0.248685371,0.627243264,0.057142857,0.085167174,0.682440118,0.87499349,0.114210564,0.155811191,0.187018467,6.84E-05,0.010090817,0.074239969,0.153942824,0.11637399,0.181436719,0
MAK,0,0.065510597,0,0.074626866,0.011737089,0.031007752,0,0,0.000712251,0.009950781,0.01192053,0,0,0.010161956,0.00990099,0.2,0.034090909,0.039473684,0,0.011377489,0,0.038490757,0.404377259,0.092515294,0.819393199,0.519981181,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.227272727,0.043398281,0.043639989,0.06383754,0.236225895,0.051398026,0.311754907,0.599156169,0.085714286,0.16985805,0.982326066,0.896148177,0.137778247,0.226086056,0.248801594,0.000205784,0.00554995,0.088392126,0.147926025,0.123956923,0.132657401,1
